County,Year,Class,Dollar Damage,Approximate Size (Acres),Approximate Latitude,Approximate Longitude,Average Temperature In Year In County,Average Precipitation In Year In County,Cost Class
Alameda,2022,A,294.1176471,0.125,37.647139,-121.912488,60.4,14.98,B
Amador,2022,A,19.60784314,0.125,38.44355,-120.653856,60.1,28.26,A
Butte,2022,A,38.10483871,0.125,39.665959,-121.601919,61.9,31.65,A
Calaveras,2022,A,5767.371134,0.125,38.1839,-120.561441,60.6,26.48,D
Del Norte,2022,A,0.04444444444,0.125,41.749903,-123.980998,53.6,61.02,A
El Dorado,2022,A,1066.442953,0.125,38.785532,-120.534398,56.3,36.22,C
Fresno,2022,A,119.7674419,0.125,36.761006,-119.655019,57.7,12.89,B
Glenn,2022,A,250,0.125,39.602546,-122.4017,62.3,16.64,B
Humboldt,2022,A,33.43333333,0.125,40.706673,-123.925818,54.7,44.28,A
Inyo,2022,A,9178.571429,0.125,36.561977,-117.403927,63,3.96,D
Lake,2022,A,1518.507692,0.125,39.094802,-122.746757,59.2,31.53,C
Lassen,2022,A,215.1515152,0.125,40.721086,-120.629952,49.1,15.91,B
Madera,2022,A,358.0645161,0.125,37.209821,-119.749802,58,14.89,B
Mariposa,2022,A,463.0769231,0.125,37.570033,-119.91286,57.2,21.48,B
Mendocino,2022,A,20.5,0.125,39.432388,-123.442881,56.8,37.23,A
Monterey,2022,A,1351.041667,0.125,36.240107,-121.315572,59.6,13.22,C
Napa,2022,A,1923.225,0.125,38.5071,-122.325904,60.6,23.69,C
Nevada,2022,A,1010.855856,0.125,39.297508,-120.771343,54.5,42.72,C
Riverside,2022,A,78.50735294,0.125,33.729828,-116.002239,70.2,4.11,A
Sacramento,2022,A,285.7142857,0.125,38.450011,-121.340441,63.4,14.81,B
San Benito,2022,A,1525,0.125,36.610702,-121.085296,60.4,10.44,C
San Bernardino,2022,A,44.24778761,0.125,34.85722,-116.181197,68.5,3.5,A
San Diego,2022,A,1121.19774,0.125,33.023604,-116.776117,64.3,9.24,C
San Joaquin,2022,A,1111.111111,0.125,37.934982,-121.272244,63.6,11.2,C
San Luis Obispo,2022,A,377.7777778,0.125,35.385224,-120.447544,61,10.77,B
San Mateo,2022,A,358.8823529,0.125,37.414663,-122.371545,57.4,22.72,B
Santa Clara,2022,A,156,0.125,37.220777,-121.690622,59.5,18.25,B
Santa Cruz,2022,A,115.630137,0.125,37.012488,-122.007205,58.2,26.99,B
Shasta,2022,A,162.6984127,0.125,40.760514,-122.043556,57.4,29.28,B
Siskiyou,2022,A,190.6,0.125,41.587986,-122.533287,51.2,25.42,B
Solano,2022,A,400,0.125,38.267226,-121.939594,62,15.88,B
Sonoma,2022,A,904.5959596,0.125,38.525182,-122.92611,57.9,30.79,C
Stanislaus,2022,A,9.090909091,0.125,37.562316,-121.002831,63,10.43,A
Trinity,2022,A,217.3913043,0.125,40.647724,-123.114404,54.5,37.74,B
Tulare,2022,A,14.28571429,0.125,36.228824,-118.781061,56.3,15.42,A
Tuolumne,2022,A,111.4,0.125,38.021434,-119.964733,52.4,30.18,B
Yuba,2022,A,603.4482759,0.125,39.266247,-121.340781,62.7,28.93,C
Alameda,2021,A,466.0416667,0.125,37.647139,-121.912488,61.9,10.02,B
Amador,2021,A,4857.894737,0.125,38.44355,-120.653856,60.5,24.47,D
Butte,2021,A,641.0892857,0.125,39.665959,-121.601919,62.4,20.13,C
Calaveras,2021,A,1751.032787,0.125,38.1839,-120.561441,60.8,24.21,C
Contra Costa,2021,A,1.047619048,0.125,37.919479,-121.951543,62.9,8.23,A
El Dorado,2021,A,181.0344828,0.125,38.785532,-120.534398,56.4,28.75,B
Fresno,2021,A,39.6875,0.125,36.761006,-119.655019,57.7,12.89,A
Humboldt,2021,A,212.7857143,0.125,40.706673,-123.925818,55.8,37.35,B
Inyo,2021,A,5566.666667,0.125,36.561977,-117.403927,62.6,3.6,D
Lake,2021,A,992.6,0.125,39.094802,-122.746757,59.7,18.05,C
Lassen,2021,A,13.54054054,0.125,40.721086,-120.629952,49.1,11.18,A
Madera,2021,A,383.3333333,0.125,37.209821,-119.749802,58.1,14.33,B
Mariposa,2021,A,352.5,0.125,37.570033,-119.91286,57.4,19.45,B
Mendocino,2021,A,478.2352941,0.125,39.432388,-123.442881,57.8,22.53,B
Merced,2021,A,15.38461538,0.125,37.194806,-120.722802,63.4,8.62,A
Modoc,2021,A,10000,0.125,41.592918,-120.71837,48.9,10.99,
Monterey,2021,A,863.3333333,0.125,36.240107,-121.315572,60.5,16.64,C
Napa,2021,A,4.80952381,0.125,38.5071,-122.325904,62,11.91,A
Nevada,2021,A,7585.714286,0.125,39.297508,-120.771343,54.5,29.71,D
Plumas,2021,A,875,0.125,39.992295,-120.824371,49.3,22.93,C
Riverside,2021,A,305.0660377,0.125,33.729828,-116.002239,70.2,7.84,B
San Benito,2021,A,50,0.125,36.610702,-121.085296,60.8,13.22,A
San Bernardino,2021,A,1153.246753,0.125,34.85722,-116.181197,68.1,5.26,C
San Diego,2021,A,409.5109489,0.125,33.023604,-116.776117,64.6,13.34,B
San Joaquin,2021,A,4013,0.125,37.934982,-121.272244,64.5,8.61,D
San Luis Obispo,2021,A,146.8,0.125,35.385224,-120.447544,61.2,14.86,B
Santa Clara,2021,A,8.064516129,0.125,37.220777,-121.690622,60.6,14.99,A
Santa Cruz,2021,A,170.9302326,0.125,37.012488,-122.007205,59.4,19.15,B
Shasta,2021,A,133.75,0.125,40.760514,-122.043556,57.4,23.4,B
Siskiyou,2021,A,270.9090909,0.125,41.587986,-122.533287,50.9,22.4,B
Sonoma,2021,A,3700.840336,0.125,38.525182,-122.92611,59.5,16.38,D
Stanislaus,2021,A,7.285714286,0.125,37.562316,-121.002831,63.1,9.66,A
Trinity,2021,A,157.8947368,0.125,40.647724,-123.114404,54.7,29.62,B
Tulare,2021,A,1679,0.125,36.228824,-118.781061,56.2,13.87,C
Tuolumne,2021,A,48.46774194,0.125,38.021434,-119.964733,52.5,26.64,A
Yolo,2021,A,2800,0.125,38.679595,-121.902441,64,8.03,D
Yuba,2021,A,634.7826087,0.125,39.266247,-121.340781,63,18.99,C
Alameda,2020,A,312.5,0.125,37.647139,-121.912488,59.5,20.11,B
Amador,2020,A,44.68085106,0.125,38.44355,-120.653856,57.7,42.88,A
Butte,2020,A,219.8490566,0.125,39.665959,-121.601919,60.1,52.15,B
Calaveras,2020,A,5140.073171,0.125,38.1839,-120.561441,58.1,42.66,D
Colusa,2020,A,20100,0.125,39.177739,-122.237563,61.5,28.4,E
Contra Costa,2020,A,850,0.125,37.919479,-121.951543,60.5,20.17,C
El Dorado,2020,A,518.1176471,0.125,38.785532,-120.534398,53.5,53.36,C
Fresno,2020,A,890,0.125,36.761006,-119.655019,55.6,21.81,C
Glenn,2020,A,50,0.125,39.602546,-122.4017,60.3,32.98,A
Humboldt,2020,A,1441.346154,0.125,40.706673,-123.925818,54.4,70.88,C
Lake,2020,A,29405.12821,0.125,39.094802,-122.746757,57.2,54.23,E
Madera,2020,A,181.25,0.125,37.209821,-119.749802,56.1,21.32,B
Mariposa,2020,A,63.63636364,0.125,37.570033,-119.91286,54.9,32.9,A
Mendocino,2020,A,40.81632653,0.125,39.432388,-123.442881,56,58.48,A
Merced,2020,A,40,0.125,37.194806,-120.722802,62.7,12.22,A
Monterey,2020,A,313.4210526,0.125,36.240107,-121.315572,59,26.66,B
Napa,2020,A,10900,0.125,38.5071,-122.325904,59.9,37.52,E
Nevada,2020,A,1314.04,0.125,39.297508,-120.771343,51.8,58.4,C
Riverside,2020,A,265.625,0.125,33.729828,-116.002239,67.7,10.85,B
San Benito,2020,A,50.83333333,0.125,36.610702,-121.085296,59,20.62,A
San Bernardino,2020,A,366.8888889,0.125,34.85722,-116.181197,65.6,8.95,B
San Diego,2020,A,9815.123457,0.125,33.023604,-116.776117,62.5,18.62,D
San Joaquin,2020,A,62.22222222,0.125,37.934982,-121.272244,63,15.92,A
San Luis Obispo,2020,A,134.3137255,0.125,35.385224,-120.447544,59.6,18.68,B
San Mateo,2020,A,10,0.125,37.414663,-122.371545,57.8,30.19,A
Santa Clara,2020,A,0.08333333333,0.125,37.220777,-121.690622,58.7,28.91,A
Santa Cruz,2020,A,3.571428571,0.125,37.012488,-122.007205,58.5,40.15,A
Shasta,2020,A,487.0967742,0.125,40.760514,-122.043556,55.1,51.23,B
Siskiyou,2020,A,392.5,0.125,41.587986,-122.533287,48.8,39.47,B
Sonoma,2020,A,3376.071429,0.125,38.525182,-122.92611,57.8,52.1,D
Stanislaus,2020,A,10,0.125,37.562316,-121.002831,62.2,15.81,A
Trinity,2020,A,13540,0.125,40.647724,-123.114404,52.7,62.43,E
Tulare,2020,A,858.8235294,0.125,36.228824,-118.781061,53.9,25.78,C
Tuolumne,2020,A,236.0526316,0.125,38.021434,-119.964733,49.8,45.81,B
Yuba,2020,A,46.15384615,0.125,39.266247,-121.340781,60.8,46.14,A
Alameda,2019,A,1258.333333,0.125,37.647139,-121.912488,59.8,16.02,C
Amador,2019,A,14.28571429,0.125,38.44355,-120.653856,59.6,36.59,A
Butte,2019,A,16.14516129,0.125,39.665959,-121.601919,61,40.33,A
Calaveras,2019,A,14138.79688,0.125,38.1839,-120.561441,59.8,35.05,E
Contra Costa,2019,A,26.05714286,0.125,37.919479,-121.951543,61,18.16,A
Del Norte,2019,A,625,0.125,41.749903,-123.980998,53,54.7,C
El Dorado,2019,A,64.92982456,0.125,38.785532,-120.534398,55.2,44.34,A
Fresno,2019,A,146.1538462,0.125,36.761006,-119.655019,57.2,18.78,B
Glenn,2019,A,525,0.125,39.602546,-122.4017,60.9,23.17,C
Humboldt,2019,A,54.56060606,0.125,40.706673,-123.925818,54.8,49.8,A
Lake,2019,A,2130.37931,0.125,39.094802,-122.746757,58.5,38.03,C
Lassen,2019,A,127.0833333,0.125,40.721086,-120.629952,47.8,20.55,B
Madera,2019,A,11.17647059,0.125,37.209821,-119.749802,57.5,23.06,A
Mariposa,2019,A,132.6,0.125,37.570033,-119.91286,56.7,32.94,B
Mendocino,2019,A,97.26027397,0.125,39.432388,-123.442881,56.2,43.18,A
Merced,2019,A,10,0.125,37.194806,-120.722802,63.2,10.6,A
Monterey,2019,A,39.49122807,0.125,36.240107,-121.315572,59.7,20.37,A
Napa,2019,A,783.75,0.125,38.5071,-122.325904,60.5,27.75,C
Nevada,2019,A,2632.666667,0.125,39.297508,-120.771343,53.6,50.21,D
Plumas,2019,A,214.2857143,0.125,39.992295,-120.824371,48.5,40.94,B
Riverside,2019,A,41.01265823,0.125,33.729828,-116.002239,69.8,6.56,A
San Benito,2019,A,22.72727273,0.125,36.610702,-121.085296,60.1,15.95,A
San Bernardino,2019,A,1985,0.125,34.85722,-116.181197,68,5.86,C
San Diego,2019,A,1394.871795,0.125,33.023604,-116.776117,64.3,10.06,C
San Luis Obispo,2019,A,67.83783784,0.125,35.385224,-120.447544,60.9,17.51,A
Santa Clara,2019,A,82,0.125,37.220777,-121.690622,59.4,21.81,A
Santa Cruz,2019,A,21.92307692,0.125,37.012488,-122.007205,58.4,30.12,A
Shasta,2019,A,1857.142857,0.125,40.760514,-122.043556,56.5,37.57,C
Siskiyou,2019,A,135.2941176,0.125,41.587986,-122.533287,50.2,28.28,B
Sonoma,2019,A,784.5614035,0.125,38.525182,-122.92611,58.1,37.77,C
Stanislaus,2019,A,486.3636364,0.125,37.562316,-121.002831,62.8,13.57,B
Trinity,2019,A,40,0.125,40.647724,-123.114404,53.8,43.51,A
Tulare,2019,A,12,0.125,36.228824,-118.781061,55.7,18.98,A
Tuolumne,2019,A,60.71428571,0.125,38.021434,-119.964733,51.6,41.03,A
Yolo,2019,A,500,0.125,38.679595,-121.902441,62.5,19.92,
Yuba,2019,A,1111.111111,0.125,39.266247,-121.340781,61.9,36.33,C
Amador,2018,A,2523.809524,0.125,38.44355,-120.653856,60.2,42.88,D
Butte,2018,A,3806.439394,0.125,39.665959,-121.601919,61.6,46.35,D
Calaveras,2018,A,86.02739726,0.125,38.1839,-120.561441,60.6,39.11,A
Contra Costa,2018,A,28.26086957,0.125,37.919479,-121.951543,61.9,20.18,A
Del Norte,2018,A,306.4516129,0.125,41.749903,-123.980998,53,86.02,B
El Dorado,2018,A,44.54545455,0.125,38.785532,-120.534398,55.9,55.57,A
Fresno,2018,A,226.0869565,0.125,36.761006,-119.655019,57.9,17.09,B
Humboldt,2018,A,8875.456693,0.125,40.706673,-123.925818,55.3,69.42,D
Lake,2018,A,670.38,0.125,39.094802,-122.746757,58.9,42.96,C
Lassen,2018,A,9546.604651,0.125,40.721086,-120.629952,49.1,23.29,D
Madera,2018,A,2169.64,0.125,37.209821,-119.749802,58.4,20.38,C
Mariposa,2018,A,3.03030303,0.125,37.570033,-119.91286,57.7,30.85,A
Mendocino,2018,A,415.1666667,0.125,39.432388,-123.442881,57,50.62,B
Merced,2018,A,130.7692308,0.125,37.194806,-120.722802,64.4,9.41,B
Modoc,2018,A,15.94736842,0.125,41.592918,-120.71837,49.1,18.54,A
Monterey,2018,A,1736.170213,0.125,36.240107,-121.315572,60.9,16.88,C
Napa,2018,A,729.4117647,0.125,38.5071,-122.325904,61.2,30.99,C
Nevada,2018,A,2641.137097,0.125,39.297508,-120.771343,54.3,64.24,D
Plumas,2018,A,111.3333333,0.125,39.992295,-120.824371,49.3,53.59,B
Riverside,2018,A,25.25252525,0.125,33.729828,-116.002239,71.3,5.14,A
San Benito,2018,A,10,0.125,36.610702,-121.085296,61.2,12.28,A
San Bernardino,2018,A,810.9756098,0.125,34.85722,-116.181197,69.3,3.77,C
San Diego,2018,A,159.4864865,0.125,33.023604,-116.776117,65.8,9.56,B
San Luis Obispo,2018,A,63.33333333,0.125,35.385224,-120.447544,62.2,13.29,A
San Mateo,2018,A,0.07692307692,0.125,37.414663,-122.371545,58.7,29.05,A
Santa Clara,2018,A,25.80645161,0.125,37.220777,-121.690622,60.3,23.59,A
Santa Cruz,2018,A,437.5,0.125,37.012488,-122.007205,59.3,34.44,B
Shasta,2018,A,2609.95935,0.125,40.760514,-122.043556,57.2,43.86,D
Siskiyou,2018,A,4316.831683,0.125,41.587986,-122.533287,50.6,37.35,D
Sonoma,2018,A,76.3375,0.125,38.525182,-122.92611,58.8,41.1,A
Stanislaus,2018,A,62.5,0.125,37.562316,-121.002831,63.7,12.73,A
Trinity,2018,A,3195.454545,0.125,40.647724,-123.114404,54.2,57.08,D
Tulare,2018,A,17389.47368,0.125,36.228824,-118.781061,56.6,16.34,E
Tuolumne,2018,A,947.0655738,0.125,38.021434,-119.964733,52.5,46.33,C
Yuba,2018,A,5450,0.125,39.266247,-121.340781,62.7,44.28,D
Alameda,2017,A,200.0666667,0.125,37.647139,-121.912488,60.1,26.28,B
Amador,2017,A,6.060606061,0.125,38.44355,-120.653856,59,49.73,A
Butte,2017,A,567.5438596,0.125,39.665959,-121.601919,60.6,57.75,C
Calaveras,2017,A,318.04,0.125,38.1839,-120.561441,59.3,48.65,B
Contra Costa,2017,A,585.6666667,0.125,37.919479,-121.951543,60.9,26.79,C
Del Norte,2017,A,1091.090909,0.125,41.749903,-123.980998,52.6,97.82,C
El Dorado,2017,A,2931.698113,0.125,38.785532,-120.534398,55,65.78,D
Fresno,2017,A,19.23076923,0.125,36.761006,-119.655019,57.1,26.3,A
Humboldt,2017,A,257.3157895,0.125,40.706673,-123.925818,55.3,78.57,B
Lake,2017,A,6122.632653,0.125,39.094802,-122.746757,57.9,62.74,D
Lassen,2017,A,45.1372549,0.125,40.721086,-120.629952,48.2,26.37,A
Madera,2017,A,8.728813559,0.125,37.209821,-119.749802,57.7,29.9,A
Mendocino,2017,A,3429.511111,0.125,39.432388,-123.442881,56.3,69.33,D
Merced,2017,A,142.8571429,0.125,37.194806,-120.722802,63.8,15.61,B
Modoc,2017,A,0.02631578947,0.125,41.592918,-120.71837,48,19.81,A
Monterey,2017,A,10338.46939,0.125,36.240107,-121.315572,59.8,26.01,E
Napa,2017,A,21600.67742,0.125,38.5071,-122.325904,60.2,44.23,E
Nevada,2017,A,10.10869565,0.125,39.297508,-120.771343,53.2,77.86,A
Plumas,2017,A,25.5,0.125,39.992295,-120.824371,48.6,61.67,A
Riverside,2017,A,216.3942308,0.125,33.729828,-116.002239,70,9.81,B
San Benito,2017,A,3578.571429,0.125,36.610702,-121.085296,60.2,21.04,D
San Bernardino,2017,A,208.8981481,0.125,34.85722,-116.181197,68,8.02,B
San Diego,2017,A,150.5257732,0.125,33.023604,-116.776117,64.7,14.92,B
San Joaquin,2017,A,500,0.125,37.934982,-121.272244,63.1,20.87,
San Luis Obispo,2017,A,249.9264706,0.125,35.385224,-120.447544,61,20.84,B
Santa Clara,2017,A,45.72727273,0.125,37.220777,-121.690622,59.6,34.59,A
Santa Cruz,2017,A,65.96153846,0.125,37.012488,-122.007205,58.6,48.23,A
Shasta,2017,A,795.505618,0.125,40.760514,-122.043556,56.1,58.3,C
Sonoma,2017,A,92.61363636,0.125,38.525182,-122.92611,57.9,56.41,A
Stanislaus,2017,A,12.5,0.125,37.562316,-121.002831,63,19.97,A
Trinity,2017,A,36.28571429,0.125,40.647724,-123.114404,53.7,73.48,A
Amador,2016,A,209.3103448,0.125,38.44355,-120.653856,59.8,36.48,B
Calaveras,2016,A,51.12962963,0.125,38.1839,-120.561441,60.2,34.69,A
Contra Costa,2016,A,3.846153846,0.125,37.919479,-121.951543,61.8,15.71,A
El Dorado,2016,A,118.826087,0.125,38.785532,-120.534398,55.8,44.29,B
Fresno,2016,A,2.410714286,0.125,36.761006,-119.655019,57.4,17.51,A
Humboldt,2016,A,188.1944444,0.125,40.706673,-123.925818,56.3,68.13,B
Lake,2016,A,3183.54717,0.125,39.094802,-122.746757,59.3,39.63,D
Lassen,2016,A,11127.77778,0.125,40.721086,-120.629952,49.2,22.19,E
Madera,2016,A,278.2051282,0.125,37.209821,-119.749802,58.2,20.38,B
Mariposa,2016,A,52.4,0.125,37.570033,-119.91286,57,27.95,A
Mendocino,2016,A,2151.738095,0.125,39.432388,-123.442881,57.7,51.24,C
Merced,2016,A,100,0.125,37.194806,-120.722802,64.1,11.62,
Modoc,2016,A,0.5,0.125,41.592918,-120.71837,49.2,20.41,A
Monterey,2016,A,246.1923077,0.125,36.240107,-121.315572,60.6,18.06,B
Napa,2016,A,4.615384615,0.125,38.5071,-122.325904,61.3,23.41,A
Nevada,2016,A,5805.403846,0.125,39.297508,-120.771343,54.2,46.33,D
Riverside,2016,A,23.80952381,0.125,33.729828,-116.002239,69.7,7,A
San Bernardino,2016,A,7704.259259,0.125,34.85722,-116.181197,67.8,6.02,D
San Diego,2016,A,2048.390805,0.125,33.023604,-116.776117,64.6,12.51,C
San Luis Obispo,2016,A,43.66197183,0.125,35.385224,-120.447544,61.3,11.59,A
San Mateo,2016,A,894.1176471,0.125,37.414663,-122.371545,59,22.11,C
Santa Clara,2016,A,194.7368421,0.125,37.220777,-121.690622,60.2,21.45,B
Santa Cruz,2016,A,227.6896552,0.125,37.012488,-122.007205,59.9,28.5,B
Shasta,2016,A,1757.8125,0.125,40.760514,-122.043556,57.4,40.6,C
Siskiyou,2016,A,42.34306569,0.125,41.587986,-122.533287,51.4,41.63,A
Solano,2016,A,25,0.125,38.267226,-121.939594,62.8,15.43,A
Sonoma,2016,A,1432.954545,0.125,38.525182,-122.92611,59.1,33.97,C
Stanislaus,2016,A,14.28571429,0.125,37.562316,-121.002831,63.2,13.66,A
Tulare,2016,A,27.88888889,0.125,36.228824,-118.781061,56,19.79,A
Tuolumne,2016,A,155.4375,0.125,38.021434,-119.964733,51.9,39.63,B
Yuba,2016,A,586.2068966,0.125,39.266247,-121.340781,62.6,31.1,C
Amador,2015,A,3.928571429,0.125,38.44355,-120.653856,60.8,29.98,A
El Dorado,2015,A,209.5289855,0.125,38.785532,-120.534398,56.6,37.59,B
Humboldt,2015,A,620.1843575,0.125,40.706673,-123.925818,56.9,54.93,C
Lassen,2015,A,27.96296296,0.125,40.721086,-120.629952,50.2,19.68,A
Modoc,2015,A,0.4,0.125,41.592918,-120.71837,49.9,18.09,A
Plumas,2015,A,27.27272727,0.125,39.992295,-120.824371,50.3,37.93,A
Mendocino,2015,A,495.3956044,0.125,39.432388,-123.442881,58.1,55.59,B
Nevada,2015,A,131.0574713,0.125,39.297508,-120.771343,55,46.52,B
Yuba,2015,A,86.66666667,0.125,39.266247,-121.340781,63.2,37.63,A
San Mateo,2015,A,33.55555556,0.125,37.414663,-122.371545,59.6,28.49,A
Santa Cruz,2015,A,227.675,0.125,37.012488,-122.007205,60.1,33.43,B
Contra Costa,2015,A,98.26086957,0.125,37.919479,-121.951543,62.5,20.94,A
Santa Clara,2015,A,13.33333333,0.125,37.220777,-121.690622,60.9,24.2,A
San Joaquin,2015,A,20,0.125,37.934982,-121.272244,64.3,14.2,A
San Joaquin,2015,A,20,0.125,37.934982,-121.272244,64.3,14.2,A
San Joaquin,2015,A,13.33333333,0.125,37.934982,-121.272244,64.3,14.2,A
Trinity,2015,A,21.05263158,0.125,40.647724,-123.114404,55.5,55.55,A
Shasta,2015,A,293.2075472,0.125,40.760514,-122.043556,57.9,44.55,B
Shasta,2015,A,31080,0.125,40.760514,-122.043556,57.9,44.55,E
Siskiyou,2015,A,59721,0.125,41.587986,-122.533287,52,36.98,E
Siskiyou,2015,A,395.5033113,0.125,41.587986,-122.533287,52,36.98,B
Colusa,2015,A,10,0.125,39.177739,-122.237563,64.2,28.26,A
Lake,2015,A,13.0952381,0.125,39.094802,-122.746757,60,48.38,A
Napa,2015,A,9.6875,0.125,38.5071,-122.325904,61.9,33.21,A
Solano,2015,A,42.5,0.125,38.267226,-121.939594,63.3,21.93,A
Sonoma,2015,A,1005.172414,0.125,38.525182,-122.92611,59.6,44.13,C
Yolo,2015,A,6136.363636,0.125,38.679595,-121.902441,64.5,21.48,D
Glenn,2015,A,83.33333333,0.125,39.602546,-122.4017,62.8,31.57,A
Fresno,2015,A,44.23076923,0.125,36.761006,-119.655019,58.7,12.05,A
Madera,2015,A,136.4,0.125,37.209821,-119.749802,59.1,13.2,B
Mariposa,2015,A,41.66666667,0.125,37.570033,-119.91286,58.2,18.14,A
Merced,2015,A,20,0.125,37.194806,-120.722802,64.8,9.75,A
Riverside,2015,A,31.02352941,0.125,33.729828,-116.002239,70.5,5.95,A
Monterey,2015,A,103.6666667,0.125,36.240107,-121.315572,61.5,19.92,B
Inyo,2015,A,555.5555556,0.125,36.561977,-117.403927,63.4,5.23,C
San Bernardino,2015,A,309.0909091,0.125,34.85722,-116.181197,68.8,5.81,B
San Diego,2015,A,768.5131579,0.125,33.023604,-116.776117,65.6,8.53,C
San Luis Obispo,2015,A,5185.882353,0.125,35.385224,-120.447544,62.6,12.52,D
Tulare,2015,A,0.09523809524,0.125,36.228824,-118.781061,57.3,14.35,A
Calaveras,2015,A,151.1111111,0.125,38.1839,-120.561441,61,28.38,B
San Joaquin,2015,A,37.5,0.125,37.934982,-121.272244,64.3,14.2,A
San Joaquin,2015,A,37.5,0.125,37.934982,-121.272244,64.3,14.2,A
San Joaquin,2015,A,25,0.125,37.934982,-121.272244,64.3,14.2,A
Stanislaus,2015,A,50,0.125,37.562316,-121.002831,63.7,14.03,A
Stanislaus,2015,A,5.555555556,0.125,37.562316,-121.002831,63.7,14.03,A
Tuolumne,2015,A,114.0392157,0.125,38.021434,-119.964733,53,28.34,B
Amador,2014,A,31.25,0.125,38.44355,-120.653856,59.9,12.36,A
El Dorado,2014,A,1337.394958,0.125,38.785532,-120.534398,55.7,17.06,C
Butte,2014,A,111.4488189,0.125,39.665959,-121.601919,61.2,11.84,B
Humboldt,2014,A,216.2162162,0.125,40.706673,-123.925818,54.5,19.88,B
Lassen,2014,A,48.89130435,0.125,40.721086,-120.629952,48.3,8.27,A
Modoc,2014,A,2.75,0.125,41.592918,-120.71837,47.6,10.05,A
Plumas,2014,A,128.8571429,0.125,39.992295,-120.824371,48.7,12.12,B
Mendocino,2014,A,6781.5,0.125,39.432388,-123.442881,56.5,14.32,D
Nevada,2014,A,2044,0.125,39.297508,-120.771343,53.9,16.39,C
Yuba,2014,A,804.5454545,0.125,39.266247,-121.340781,62.2,11.29,C
San Mateo,2014,A,5.25,0.125,37.414663,-122.371545,57.7,5.65,A
Santa Cruz,2014,A,69.2,0.125,37.012488,-122.007205,58.5,5.14,A
Alameda,2014,A,17.85714286,0.125,37.647139,-121.912488,60.1,4.38,A
Contra Costa,2014,A,15,0.125,37.919479,-121.951543,61.4,4.62,A
Santa Clara,2014,A,38.0952381,0.125,37.220777,-121.690622,59.4,4.34,A
Trinity,2014,A,295.4545455,0.125,40.647724,-123.114404,53.8,18.49,B
Shasta,2014,A,443.1395349,0.125,40.760514,-122.043556,56.8,13.98,B
Shasta,2014,A,19055,0.125,40.760514,-122.043556,56.8,13.98,E
Siskiyou,2014,A,386100,0.125,41.587986,-122.533287,50.3,15.09,E
Siskiyou,2014,A,2681.25,0.125,41.587986,-122.533287,50.3,15.09,D
Lake,2014,A,1815.921053,0.125,39.094802,-122.746757,58.9,10.92,C
Napa,2014,A,361.5384615,0.125,38.5071,-122.325904,60.7,5.87,B
Solano,2014,A,1000,0.125,38.267226,-121.939594,62.1,4.51,C
Sonoma,2014,A,83.58823529,0.125,38.525182,-122.92611,58.1,9.15,A
Yolo,2014,A,42.85714286,0.125,38.679595,-121.902441,63.1,5.16,A
Fresno,2014,A,5.6,0.125,36.761006,-119.655019,57.4,4.8,A
Madera,2014,A,9.617021277,0.125,37.209821,-119.749802,57.8,6.43,A
Monterey,2014,A,114.7368421,0.125,36.240107,-121.315572,59.8,2.98,B
San Benito,2014,A,125,0.125,36.610702,-121.085296,60.5,2.56,B
Inyo,2014,A,7692.307692,0.125,36.561977,-117.403927,62.5,3.23,D
San Bernardino,2014,A,4.85,0.125,34.85722,-116.181197,67.7,3.66,A
San Diego,2014,A,418.6987952,0.125,33.023604,-116.776117,64.1,6.44,B
San Luis Obispo,2014,A,28.77192982,0.125,35.385224,-120.447544,61.2,2.19,A
Tulare,2014,A,37.03703704,0.125,36.228824,-118.781061,56.2,6.02,A
Calaveras,2014,A,270.0392157,0.125,38.1839,-120.561441,60,11.16,B
San Joaquin,2014,A,1.666666667,0.125,37.934982,-121.272244,62.7,4.07,A
San Joaquin,2014,A,5,0.125,37.934982,-121.272244,62.7,4.07,A
Stanislaus,2014,A,16.66666667,0.125,37.562316,-121.002831,62.5,3.71,A
Stanislaus,2014,A,7.142857143,0.125,37.562316,-121.002831,62.5,3.71,A
Tuolumne,2014,A,55.70909091,0.125,38.021434,-119.964733,51.7,13.58,A
Amador,2013,A,34.09090909,0.125,38.44355,-120.653856,58.1,37.06,A
El Dorado,2013,A,112.6470588,0.125,38.785532,-120.534398,54.3,47.71,B
Butte,2013,A,192,0.125,39.665959,-121.601919,59.6,47.17,B
Humboldt,2013,A,142.8714286,0.125,40.706673,-123.925818,53.9,66.66,B
Lassen,2013,A,51.08333333,0.125,40.721086,-120.629952,47.5,20.07,A
Modoc,2013,A,30,0.125,41.592918,-120.71837,47,17.21,A
Plumas,2013,A,102.4,0.125,39.992295,-120.824371,47.9,47.05,B
Mendocino,2013,A,417.3589744,0.125,39.432388,-123.442881,55.2,53.36,B
Nevada,2013,A,163.7721519,0.125,39.297508,-120.771343,52.7,56.62,B
Yuba,2013,A,500,0.125,39.266247,-121.340781,60.9,43.65,
San Mateo,2013,A,23.88888889,0.125,37.414663,-122.371545,56.5,30.35,A
Santa Cruz,2013,A,95.70588235,0.125,37.012488,-122.007205,57.2,32.92,A
Alameda,2013,A,173.0769231,0.125,37.647139,-121.912488,59,19.51,B
Contra Costa,2013,A,204.4,0.125,37.919479,-121.951543,59.9,21.29,B
